"quotation_id","lob_name","lead","shipment_type","cargo_type","packages","gross_weight_in_kgs","volume_cbm","charge_weight_in_kgs","movement_type","carrier","transit_destination","transit_days","origin","place_of_receipt","port_of_loading","port_of_discharge","place_of_delivery","final_destination","quotation_id-2","party_name","party_branch","quoted_by","sales_coordinator"
3638,"Sea Import","LEAD/NYC/0005/24-25","International","FCL","500","10000.000","0.100","10000.000","Port-to-Port","","","","Incheon(KRICH)","Incheon(KRICH)","Incheon(KRICH)","Miami(USMIA)","Miami(USMIA)","Miami(USMIA)",3638,"PROVIDENCE Associates, Inc","New York","Aarti Parmar",NULL
3639,"Air Import","LEAD/NYC/0007/24-25","International","Loose","1000","6000.000","0.150","150000.000","Port-to-Door","","","","Aarhus(DKAAR)","Aarhus(DKAAR)","Aarhus(DKAAR)","Philadelphia(USPHL)","Philadelphia(USPHL)","Philadelphia(USPHL)",3639,"Tencent Holdings Limited","New York","Aarti Parmar",NULL
3640,"Sea Import","LEAD/NYC/0002/24-25","International","FCL","500","1000.000","2.000","2000.000","Port-to-Port","","","","'Aqaba(JOAQB)","'Aqaba(JOAQB)","'Aqaba(JOAQB)","Cedar Hills(USEHS)","Cedar Hills(USEHS)","Cedar Hills(USEHS)",3640,"Joseph Ford and Associates","New York","Aarti Parmar",NULL
3641,"Air Import","LEAD/NYC/0004/24-25","International","Loose","500","1000.000","0.200","200000.000","Port-to-Port","","","","Aberdeen(GBABD)","Abrud(ROABR)","Aberdeen(GBABD)","Kansas City International Apt(USMCI)","Kansas City International Apt(USMCI)","Kansas City International Apt(USMCI)",3641,"STRATEGIC SOLUTIONS","New York","Aarti Parmar",NULL
3642,"Air Import","LEAD/NYC/0001/24-25","International","Loose","10","500.000","0.100","100000.000","Port-to-Port","","","","'Aqaba(JOAQB)","'Aqaba(JOAQB)","'Aqaba(JOAQB)","Chicago(USCHI)","Chicago(USCHI)","Chicago(USCHI)",3642,"Aaron Cohen Associates Ltd.","New York","Aarti Parmar",NULL
3643,"Air Import","LEAD/NYC/0006/24-25","International","Loose","10","200.000","0.100","100000.000","Port-to-Port","","","","Rio de Janeiro(BRRIO)","Abbeville(USABB)","Rio de Janeiro(BRRIO)","Columbus(USCMH)","Columbus(USCMH)","Columbus(USCMH)",3643,"British American Tobacco","New York","Aarti Parmar",NULL
3644,"Air Export","","International","Loose","10","10.000","0.010","10.000","Door-to-Door","PATRICK AIRLINE","Houston","3","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Houston(USHOU)","Houston(USHOU)","Houston(USHOU)",3644,"Simba Private Limited","Mumbai","Yogesh Deshmukh","amituser1"
3645,"Air Export","","International","Loose","0","5000.000","0.000","5000.000","Door-to-Door","","","","CEBU(PHCEB)","CEBU(PHCEB)","CEBU(PHCEB)","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)",3645,"2GO LOGISTICS, INC.","Manila","JUNE",NULL
3646,"Air Import","LEAD/AUS/0009/24-25","International","Loose","25","600.000","0.001","600.000","Port-to-Port","","","","","Abu Dhabi(AEAUH)","Abu Dhabi(AEAUH)","Charlotte(USCLT)","Charlotte(USCLT)","Charlotte(USCLT)",3646,"PENSKE LOGISTICS","Austin","Hardesh",NULL
3647,"Air Import","LEAD/ATL/0010/24-25","International","Loose","50","500.000","0.010","10000.000","Port-to-Port","Air Canada ","","","Dallas(USDAE)","Dallas(USDAE)","Dallas(USDAL)","New York(USNYC)","New York(USNYC)","New York(USNYC)",3647,"SKY2C FREIGHT SYSTEM , INC.","Atlanta","Deepanshu","Aarti Parmar"
3648,"Air Export","LEAD/ATL/0011/24-25","International","Loose","10","500.000","0.100","100000.000","Port-to-Port","Air Canada ","","","Boston(USBOS)","Boston(USBOS)","Boston(USBOS)","Delhi(INDEL)","Delhi(INDEL)","Delhi(INDEL)",3648,"C.H. ROBINSON WORLDWIDE, INC","Atlanta","Deepanshu","Abhijit Patole"
3649,"Sea Import","LEAD/ATL/0013/24-25","International","FCL","100","200.000","0.200","200.000","Port-to-Port","ACE Lines","","","Abu Road(INABU)","Abu Road(INABU)","Abu Road(INABU)","Chicago(USCHI)","Chicago(USCHI)","Chicago(USCHI)",3649,"XPO LOGISTICS","Atlanta","Deepanshu","Abhijith N"
3650,"Sea Export","LEAD/ATL/0014/24-25","International","FCL","10","200.000","0.100","200.000","Port-to-Port","ACE Lines","","","Atlanta(USA2N)","Atlanta(USA2N)","Aurora(USYAO)","Umm Qasr Port(IQUQR)","Umm Qasr Port(IQUQR)","Umm Qasr Port(IQUQR)",3650,"UNITED PARCEL SERVICE INC","Atlanta","Deepanshu","amit"
3651,"Air Import","LEAD/ATL/0015/24-25","International","Loose","200","600.000","0.100","100000.000","Port-to-Port","Air Canada ","","","Aarhus(DKAAR)","Aarhus(DKAAR)","Aarhus(DKAAR)","New York(USNYC)","New York(USNYC)","New York(USNYC)",3651,"RELIANCE GLOBAL GROUP INC","Atlanta","Deepanshu","Ananya"
3652,"Air Export","","International","Loose","0","500.000","0.000","500.000","Port-to-Port","","","","Manila(PHMNL)","Manila(PHMNL)","Manila(PHMNL)","Nagoya, Aichi(JPNGO)","Nagoya, Aichi(JPNGO)","Nagoya, Aichi(JPNGO)",3652,"EDS MANUFACTURING INC","Manila","MG standard user",NULL
3653,"Sea Import","LEAD/ATL/0017/24-25","International","FCL","20","500.000","0.100","500.000","Port-to-Port","ACE Lines","","","Florence(ITFLR)","FOSHAN(CNFOS)","Fiumicino(ITFCO)","Aurora(USYAO)","Aurora(USYAO)","Aurora(USYAO)",3653,"KUEHNE + NAGEL PVT LTD","Atlanta","Deepanshu","Anil"
3654,"Air Export","LEAD/ATL/0016/24-25","International","Loose","300","500.000","0.100","100000.000","Port-to-Port","Air Canada ","","","Dallas(USDAE)","Dallas(USDAE)","Dallas(USDAL)","SHANGHAI P(CNPDG)","SHANGHAI P(CNPDG)","SHANGHAI P(CNPDG)",3654,"J.B. HUNT TRANSPORT SERVICES INC,","Atlanta","Deepanshu",NULL
3655,"Sea Export","LEAD/ATL/0018/24-25","International","FCL","10","1000.000","0.100","1000.000","Port-to-Port","ACE Lines","","","Abbeville(USAV4)","Abbeville(USAV4)","Boston(USBOS)","Valencia(ESVLC)","Valencia(ESVLC)","Valencia(ESVLC)",3655,"EXPEDITORS INTERNATIONAL","Atlanta","Deepanshu","apeksha"
3656,"Sea Export","LEAD/ATL/0019/24-25","International","FCL","10","200.000","0.100","200.000","Port-to-Port","ACS LINES","","","Aaronsburg(USAA7)","Aaronsburg(USAA7)","Abbeville(USUAB)","Daman(IN434)","Daman(IN434)","Daman(IN434)",3656,"PENSKE LOGISTICS","Atlanta","Deepanshu",NULL
3657,"Air Export","","International","Loose","150","500.000","0.150","150000.000","Door-to-Door","","","","Washington(USWAS)","Washington(USWAS)","Washington(USWAS)","Accra(GHACC)","Accra(GHACC)","Accra(GHACC)",3657,"Saudi Aramco","New York","Aarti Parmar",NULL
3658,"Air Export","","International","Loose","100","500.000","0.100","100000.000","Port-to-Port","","","","Chicago(USCHI)","Chicago(USCHI)","Chicago(USCHI)","Abu Road(INABU)","Abu Road(INABU)","Abu Road(INABU)",3658,"Library Automation Management","New York","Aarti Parmar",NULL
3659,"Sea Import","","International","FCL","500","10000.000","0.100","10000.000","Port-to-Port","","","","Incheon(KRICH)","Incheon(KRICH)","Incheon(KRICH)","Miami(USMIA)","Miami(USMIA)","Miami(USMIA)",3659,"PROVIDENCE Associates, Inc","New York","Aarti Parmar",NULL
3660,"Air Import","","International","Loose","1000","6000.000","0.150","150000.000","Port-to-Door","","","","Aarhus(DKAAR)","Aarhus(DKAAR)","Aarhus(DKAAR)","Philadelphia(USPHL)","Philadelphia(USPHL)","Philadelphia(USPHL)",3660,"Tencent Holdings Limited","New York","Aarti Parmar",NULL
3661,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Port-to-Port","Maersk India","","","Nhava seva(INNHS)","Nhava seva(INNHS)","Nhava seva(INNHS)","Pasir Gudang, Johor(MYPGU)","Pasir Gudang, Johor(MYPGU)","Pasir Gudang, Johor(MYPGU)",3661,"TATA INDIA PVT LTD","Delhi","Naveen Kumar",NULL
3661,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Port-to-Port","Hapag-Lloyd","","","Nhava seva(INNHS)","Nhava seva(INNHS)","Nhava seva(INNHS)","Pasir Gudang, Johor(MYPGU)","Pasir Gudang, Johor(MYPGU)","Pasir Gudang, Johor(MYPGU)",3661,"TATA INDIA PVT LTD","Delhi","Naveen Kumar",NULL
3661,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Port-to-Port","M S C","","","Nhava seva(INNHS)","Nhava seva(INNHS)","Nhava seva(INNHS)","Pasir Gudang, Johor(MYPGU)","Pasir Gudang, Johor(MYPGU)","Pasir Gudang, Johor(MYPGU)",3661,"TATA INDIA PVT LTD","Delhi","Naveen Kumar",NULL
3661,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","Hapag-Lloyd","","","Chennai(INMAA)","Chennai(INMAA)","Chennai(INMAA)","Buenos Aires(ARBUE)","Buenos Aires(ARBUE)","Buenos Aires(ARBUE)",3661,"TATA INDIA PVT LTD","Delhi","Naveen Kumar",NULL
3661,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","M S C","","","Chennai(INMAA)","Chennai(INMAA)","Chennai(INMAA)","Buenos Aires(ARBUE)","Buenos Aires(ARBUE)","Buenos Aires(ARBUE)",3661,"TATA INDIA PVT LTD","Delhi","Naveen Kumar",NULL
3662,"Sea Export","","International","FCL","0","100.000","0.200","200000.000","Door-to-Door","","","","Chicago(USCHI)","Chicago(USCHI)","Chicago(USCHI)","Abu Dhabi(AEAUH)","Abu Dhabi(AEAUH)","Abu Dhabi(AEAUH)",3662,"3 FOR 8 TRADING INTERNATIONAL","New York","Aarti Parmar",NULL
3663,"Air Export","","International","Loose","100","500.000","0.100","100000.000","Port-to-Port","","","","Chicago(USCHI)","Chicago(USCHI)","Chicago(USCHI)","Naples(ITNPL)","Naples(ITNPL)","Naples(ITNPL)",3663,"Library Automation Management","New York","Aarti Parmar",NULL
3664,"Sea Export","","International","FCL","110","750.000","0.132","250000.000","Door-to-Door","","","","Tacoma(USTIW)","Tacoma(USTIW)","Tacoma(USTIW)","Zhuhai(CNZUH)","Zhuhai(CNZUH)","Zhuhai(CNZUH)",3664,"A. BYLSONS","New York","Aarti Parmar",NULL
3665,"Sea Import","","International","FCL","0","600.000","0.300","300000.000","Door-to-Door","","","","Aarhus(DKAAR)","Aarhus(DKAAR)","Aarhus(DKAAR)","Grand Rapids(USGRR)","Grand Rapids(USGRR)","Grand Rapids(USGRR)",3665,"ZERO POINT FIELD ELECTRICAL SUPPLY","New York","Aarti Parmar",NULL
3666,"Air Export","","International","Loose","150","500.000","0.150","150000.000","Door-to-Door","","","","Washington(USWAS)","Washington(USWAS)","Washington(USWAS)","Accra(GHACC)","Accra(GHACC)","Accra(GHACC)",3666,"Saudi Aramco","New York","Aarti Parmar",NULL
3667,"Sea Export","","International","FCL","0","90.000","0.100","100000.000","Port-to-Port","","","","Adelaide(AUADL)","Adelaide(AUADL)","Adelaide(AUADL)","Chicago(USCHI)","Chicago(USCHI)","Chicago(USCHI)",3667,"British American Tobacco","New York","Aarti Parmar",NULL
3668,"Sea Export","LEAD/NYC/0010/24-25","International","FCL","100","300.000","0.150","150000.000","Port-to-Port","","","","Chicago(USCHI)","Chicago(USCHI)","Chicago(USCHI)","Karachi(PKKHI)","Karachi(PKKHI)","Karachi(PKKHI)",3668,"Aaron Cohen Associates Ltd.","New York","Aarti Parmar",NULL
3669,"Air Export","LEAD/NYC/0011/24-25","International","Loose","50","100.000","0.300","300000.000","Port-to-Port","","","","Aaronsburg(USAA7)","Aaronsburg(USAA7)","Aberdeen(USABR)","Batam (ex Batu Besar)(IDBTH)","Batam (ex Batu Besar)(IDBTH)","Batam (ex Batu Besar)(IDBTH)",3669,"PROVIDENCE Associates, Inc","New York","Aarti Parmar",NULL
3670,"Air Import","","International","Loose","25","150.000","0.000","150.000","Port-to-Port","","","","","Boston(USBOS)","Boston(USBOS)","Dubai World Central Apt(AEDWC)","Dubai World Central Apt(AEDWC)","Dubai World Central Apt(AEDWC)",3670,"24-25 MANUFACTURING","Austin","Hardesh","Angelica Tumbaga"
3671,"Sea Import","LEAD/AUS/0004/24-25","International","FCL","0","0.000","0.000","0.000","Port-to-Port","","","","","Abu Dhabi(AEAUH)","Abu Dhabi(AEAUH)","Houston(USHKA)","Houston(USHKA)","Houston(USHKA)",3671,"J.B. HUNT TRANSPORT SERVICES INC,","Austin","Hardesh",NULL
3672,"Air Import","LEAD/AUS/0005/24-25","International","Loose","2563","2400.000","0.000","2400.000","Port-to-Port","","","","","Accra(GHACC)","Accra(GHACC)","Columbus(USCUS)","Columbus(USCUS)","Columbus(USCUS)",3672,"SKY2C FREIGHT SYSTEM , INC.","Austin","Hardesh",NULL
3673,"Air Export","LEAD/AUS/0006/24-25","International","Loose","150","8000.000","0.008","8256.000","Port-to-Port","","","","","Charlotte(USCLT)","Charlotte(USCLT)","Delhi(INDEL)","Delhi(INDEL)","Delhi(INDEL)",3673,"RYDER SUPPLY CHAIN LOGISTICS","Austin","Hardesh",NULL
3674,"Air Export","","International","Loose","0","0.000","0.000","0.000","Door-to-Door","","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","New York(USNYC)","New York(USNYC)","New York(USNYC)",3674,"Nilesh Logistics UNLIMITED","Mumbai","Sanjiv",NULL
3674,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","","","","Pune(INPNQ)","Pune(INPNQ)","Nhava seva(INNHS)","Dammam(SADMM)","Dammam(SADMM)","Dammam(SADMM)",3674,"Nilesh Logistics UNLIMITED","Mumbai","Sanjiv",NULL
3675,"Air Export","LEAD/AUS/0007/24-25","International","Loose","150","8000.000","0.008","8256.000","Port-to-Port","","","","","Charlotte(USCLT)","Charlotte(USCLT)","Delhi(INDEL)","Delhi(INDEL)","Delhi(INDEL)",3675,"2GO LOGISTICS, INC.","Austin","Hardesh",NULL
3676,"Sea Export","LEAD/AUS/0008/24-25","International","FCL","600","1500.000","0.000","1500.000","Port-to-Port","","","","","Abbyville(USA4B)","Copenhagen(USKOG)","Aarhus(DKAAR)","Aarhus(DKAAR)","Aarhus(DKAAR)",3676,"Aaron Cohen Associates Ltd.","Austin","Hardesh",NULL
3677,"Air Import","LEAD/ATL/0021/24-25","International","Loose","50","1000.000","0.100","100000.000","Port-to-Port","Air Canada ","","","Bajone(MZBJN)","Bajone(MZBJN)","Bajone(MZBJN)","New York(USNYC)","New York(USNYC)","New York(USNYC)",3677,"SKY2C FREIGHT SYSTEM , INC.","Atlanta","Deepanshu",NULL
3678,"Sea Import","","International","FCL","0","0.000","0.000","0.000","Port-to-Port","","","","","Bangalore(INBLR)","Bangalore ICD(INWFD)","Houston(USHKA)","Houston(USHKA)","Houston(USHKA)",3678,"3H GLOBAL LOGISTICS SOLUTIONS","Austin","Hardesh",NULL
3679,"Sea Export","","International","FCL","600","1500.000","0.000","1500.000","Port-to-Port","","","","","Abbyville(USA4B)","Copenhagen(USKOG)","Aarhus(DKAAR)","Aarhus(DKAAR)","Aarhus(DKAAR)",3679,"5 WAY LOGISTICS SOLUTIONS INDIA PVT LTD","Austin","Hardesh",NULL
3680,"Air Export","LEAD/ATL/0022/24-25","International","Loose","10","500.000","0.010","10000.000","Port-to-Port","Air Canada ","","","New York(USNYC)","New York(USNYC)","New York(USNYC)","Boston(USBOS)","Boston(USBOS)","Boston(USBOS)",3680,"C.H. ROBINSON WORLDWIDE, INC","Atlanta","Deepanshu","Abhijith N"
3681,"Sea Import","LEAD/ATL/0023/24-25","International","FCL","50","1000.000","0.100","100000.000","Port-to-Port","ACS LINES","","","Abu Road(INABU)","Abu Road(INABU)","Abu Road(INABU)","Waco(USACT)","Waco(USACT)","Waco(USACT)",3681,"XPO LOGISTICS","Atlanta","Deepanshu","amit"
3682,"Sea Export","LEAD/ATL/0024/24-25","International","FCL","50","1000.000","0.100","100000.000","Port-to-Port","ACS LINES","","","New York(USNYC)","New York(USNYC)","New York(USNYC)","Waco(USACT)","Waco(USACT)","Waco(USACT)",3682,"UNITED PARCEL SERVICE INC","Atlanta","Deepanshu","Ananya"
3683,"Air Import","LEAD/ATL/0025/24-25","International","Loose","50","500.000","0.010","10000.000","Port-to-Port","Air Canada ","","","Singapore(SGSIN)","Singapore(SGSIN)","Singapore(SGSIN)","New York(USNYC)","New York(USNYC)","New York(USNYC)",3683,"RELIANCE GLOBAL GROUP INC","Atlanta","Deepanshu","Anil"
3684,"Air Export","LEAD/ATL/0026/24-25","International","Loose","10","400.000","0.010","10000.000","Port-to-Port","Air Canada ","","","New York(USNYC)","New York(USNYC)","New York(USNYC)","Waco(USACT)","Waco(USACT)","Waco(USACT)",3684,"J.B. HUNT TRANSPORT SERVICES INC,","Atlanta","Deepanshu","Ananya"
3685,"Air Export","","International","Loose","0","0.000","0.000","0.000","Door-to-Door","","","","New York(USNYC)","New York(USNYC)","New York(USNYC)","Shanghai(CNSHA)","Shanghai(CNSHA)","Shanghai(CNSHA)",3685,"British American Tobacco","New York","Aarti Parmar",NULL
3686,"Air Import","","International","Loose","0","0.000","0.000","0.000","Door-to-Door","","","","Dubai World Central Apt(AEDWC)","Dubai World Central Apt(AEDWC)","Dubai World Central Apt(AEDWC)","New York(USNYC)","New York(USNYC)","New York(USNYC)",3686,"Tencent Holdings Limited","New York","Aarti Parmar",NULL
3687,"Sea Import","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","","","","Abu Dhabi(AEAUH)","Abu Dhabi(AEAUH)","Abu Dhabi(AEAUH)","New York(USNYC)","New York(USNYC)","New York(USNYC)",3687,"Saudi Aramco","New York","Aarti Parmar",NULL
3688,"Sea Import","LEAD/ATL/0027/24-25","International","FCL","50","1000.000","0.010","10000.000","Port-to-Port","ACS LINES","","","Aalborg(DKAAL)","Aalborg(DKAAL)","Aalborg(DKAAL)","Boston(USBOS)","Boston(USBOS)","Boston(USBOS)",3688,"KUEHNE + NAGEL PVT LTD","Atlanta","Deepanshu","apeksha"
3689,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","","","","New York(USNYC)","New York(USNYC)","New York(USNYC)","London(GBLON)","London(GBLON)","London(GBLON)",3689,"Amazon.com Inc.","New York","Aarti Parmar",NULL
3690,"Sea Export","LEAD/ATL/0028/24-25","International","FCL","10","100.000","0.010","10000.000","Port-to-Port","ACS LINES","","","New York(USNYC)","New York(USNYC)","New York(USNYC)","Abu(MYABU)","Abu(MYABU)","Abu(MYABU)",3690,"EXPEDITORS INTERNATIONAL","Atlanta","Deepanshu","Deepanshu"
3691,"Air Import","LEAD/ATL/0029/24-25","International","Loose","20","200.000","0.100","100000.000","Port-to-Port","Air Canada ","","","Shanghai(CNSHA)","Shanghai(CNSHA)","Shanghai(CNSHA)","New York(USNYC)","New York(USNYC)","New York(USNYC)",3691,"PENSKE LOGISTICS","Atlanta","Deepanshu",NULL
3692,"Sea Export","LEAD/ATL/0030/24-25","International","FCL","10","100.000","0.010","10000.000","Port-to-Port","ACS LINES","","","New York(USNYC)","New York(USNYC)","New York(USNYC)","Abu Dhabi(AEAUH)","Abu Dhabi(AEAUH)","Abu Dhabi(AEAUH)",3692,"RYDER SUPPLY CHAIN LOGISTICS","Atlanta","Deepanshu","Dinesh"
3693,"Sea Export","LEAD/AUS/0013/24-25","International","FCL","0","0.000","0.000","0.000","Port-to-Port","","","","","Oklahoma City(USOKC)","Oklahoma City(USOKC)","Karachi(PKKHI)","Karachi(PKKHI)","Karachi(PKKHI)",3693,"Tazo Tea","Austin","Nandani","Deepanshu"
3694,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Port-to-Port","","","","","Chicago(USCHI)","Chicago(USCHI)","Ahmedabad(INAMD)","Ahmedabad(INAMD)","Ahmedabad(INAMD)",3694,"Motorola Mobility","Austin","Nandani","Deepanshu"
3695,"Air Import","","International","Loose","0","100.000","0.000","0.000","Port-to-Port","","","","Aarhus(DKAAR)","Aarhus(DKAAR)","Aarhus(DKAAR)","Chennai(INMAA)","Chennai(INMAA)","Chennai(INMAA)",3695,"IQOO Pvt Ltd","Chennai","Honest Murugan",NULL
3696,"Air Export","LEAD/AUS/0011/24-25","International","Loose","0","0.000","0.000","0.000","Port-to-Port","","","","","Miami(USMIA)","Miami(USMIA)","Frankfurt am Main(DEFRA)","Frankfurt am Main(DEFRA)","Frankfurt am Main(DEFRA)",3696,"BLU Products","Austin","Nandani","Deepanshu"
3697,"Air Import","","International","Loose","0","100.000","0.000","0.000","Port-to-Port","","","","Aarhus(DKAAR)","Aarhus(DKAAR)","Aarhus(DKAAR)","Chennai(INMAA)","Chennai(INMAA)","Chennai(INMAA)",3697,"IQOO Pvt Ltd","Chennai","Honest Murugan",NULL
3698,"Air Import","","International","Loose","0","100.000","0.000","0.000","Port-to-Port","","","","Aarhus(DKAAR)","Aarhus(DKAAR)","Aarhus(DKAAR)","Chennai(INMAA)","Chennai(INMAA)","Chennai(INMAA)",3698,"IQOO Pvt Ltd","Chennai","Honest Murugan",NULL
3699,"Sea Export","LEAD/AUS/0012/24-25","International","FCL","0","0.000","0.000","0.000","Port-to-Port","","","","","Chicago(USCHI)","Chicago(USCHI)","Milano(ITMIL)","Milano(ITMIL)","Milano(ITMIL)",3699,"Nucor Corporation","Austin","Nandani","Deepanshu"
3700,"Air Import","","International","Loose","0","100.000","0.000","0.000","Port-to-Port","","","","Aarhus(DKAAR)","Aarhus(DKAAR)","Aarhus(DKAAR)","Chennai(INMAA)","Chennai(INMAA)","Chennai(INMAA)",3700,"IQOO Pvt Ltd","Chennai","Honest Murugan",NULL
3701,"Air Import","LEAD/AUS/0015/24-25","International","Loose","0","500.000","0.000","500.000","Port-to-Port","","","","","Aberdeen(USABR)","Aberdeen(USABR)","Cochin(INCOK)","Cochin(INCOK)","Cochin(INCOK)",3701,"Reliance Digital","Austin","Nandani","Deepanshu"
3702,"Sea Export","","International","FCL","0","100.000","0.000","100.000","Port-to-Port","","","","Aal-Sez/Vishakhapatnam(INNRP)","Aal-Sez/Vishakhapatnam(INNRP)","Aal-Sez/Vishakhapatnam(INNRP)","Aachen(DEAAH)","Aachen(DEAAH)","Aachen(DEAAH)",3702,"IQOO Pvt Ltd","Chennai","Honest Murugan",NULL
3703,"Sea Import","LEAD/AUS/0016/24-25","International","FCL","0","200.000","0.000","200.000","Port-to-Port","","","","","Aal-Sez/Vishakhapatnam(INNRP)","Aal-Sez/Vishakhapatnam(INNRP)","Pittsburgh(USPIT)","Pittsburgh(USPIT)","Pittsburgh(USPIT)",3703,"American Textile Company","Austin","Nandani","Deepanshu"
3704,"Air Export","LEAD/AUS/0014/24-25","International","Loose","0","120.000","0.000","120.000","Port-to-Port","","","","","Chicago(USCHI)","Chicago(USCHI)","Agartala(INIXA)","Agartala(INIXA)","Agartala(INIXA)",3704,"Caterpillar Inc.","Austin","Nandani","Deepanshu"
3705,"Sea Export","LEAD/NYC/0012/24-25","International","FCL","50","50.000","0.100","100000.000","Port-to-Port","","","","Chicago(USCHI)","California(USCFJ)","Chicago(USCHI)","New York(USNYC)","New York(USNYC)","New York(USNYC)",3705,"Amazon.com Inc.","New York","Aarti Parmar",NULL
3706,"Air Import","LEAD/AUS/0017/24-25","International","Loose","0","70.000","0.000","70.000","Port-to-Port","","","","","Lahore(PKLHE)","Lahore(PKLHE)","Napoli(ITNAP)","Napoli(ITNAP)","Napoli(ITNAP)",3706,"Klopman International","Austin","Nandani","Deepanshu"
3707,"Sea Import","LEAD/AUS/0018/24-25","International","FCL","0","0.000","0.000","0.000","Port-to-Port","","","","","Ahmedabad(INAMD)","Ahmedabad(INAMD)","Oklahoma City(USOKC)","Oklahoma City(USOKC)","Oklahoma City(USOKC)",3707,"Schnitzer Steel Industries","Austin","Nandani","Deepanshu"
3708,"Air Import","LEAD/AUS/0019/24-25","International","Loose","0","100.000","0.000","100.000","Port-to-Port","","","","","Nairobi(KENBO)","Nairobi(KENBO)","Montreal(CAMTR)","Montreal(CAMTR)","Montreal(CAMTR)",3708,"Caterpillar Canada","Austin","Nandani","Deepanshu"
3709,"Air Import","LEAD/ATL/0031/24-25","International","Loose","10","100.000","0.010","10000.000","Port-to-Port","AIR ASIA","","","Dallas(USDAE)","Dallas(USDAE)","Dallas(USDAL)","New York(USNYC)","New York(USNYC)","New York(USNYC)",3709,"SKY2C FREIGHT SYSTEM , INC.","Atlanta","Deepanshu","Aarti Parmar"
3710,"Air Export","LEAD/ATL/0032/24-25","International","Loose","50","100.000","0.010","10000.000","Port-to-Port","AIR ASIA","","","New York(USNYC)","New York(USNYC)","New York(USNYC)","Waco(USACT)","Waco(USACT)","Waco(USACT)",3710,"C.H. ROBINSON WORLDWIDE, INC","Atlanta","Deepanshu","Abhijith N"
3711,"Sea Import","LEAD/ATL/0033/24-25","International","FCL","15","100.000","0.010","10000.000","Port-to-Port","ACS LINES","","","Aalborg(DKAAL)","Aalborg(DKAAL)","Aalborg(DKAAL)","Holland(USHLM)","Holland(USHLM)","Holland(USHLM)",3711,"XPO LOGISTICS","Atlanta","Deepanshu","amit"
3712,"Sea Export","LEAD/ATL/0034/24-25","International","FCL","50","100.000","0.010","10000.000","Port-to-Port","ACS LINES","","","New York(USNYC)","New York(USNYC)","New York(USNYC)","Waco(USACT)","Waco(USACT)","Waco(USACT)",3712,"UNITED PARCEL SERVICE INC","Atlanta","Deepanshu","Ananya"
3713,"Sea Import","LEAD/AUS/0020/24-25","International","FCL","0","0.000","0.000","0.000","Door-to-Door","","","","ICD TUMB(INSAJ)","ICD TUMB(INSAJ)","ICD TUMB(INSAJ)","TORONTO(CACAT)","TORONTO(CACAT)","TORONTO(CACAT)",3713,"Caterpillar Canada","Austin","Nandani",NULL
3713,"Air Import","LEAD/AUS/0020/24-25","International","Loose","0","50.000","0.000","50.000","Door-to-Door","","","","Aal-Sez/Vishakhapatnam(INNRP)","Aal-Sez/Vishakhapatnam(INNRP)","Aal-Sez/Vishakhapatnam(INNRP)","Montreal(CAMTR)","Montreal(CAMTR)","Montreal(CAMTR)",3713,"Caterpillar Canada","Austin","Nandani",NULL
3714,"Air Import","LEAD/ATL/0035/24-25","International","Loose","35","200.000","0.010","10000.000","Port-to-Port","AIR ASIA","","","Kandla(INIXY)","Kandla(INIXY)","Kandla(INIXY)","New York(USNYC)","New York(USNYC)","New York(USNYC)",3714,"RELIANCE GLOBAL GROUP INC","Atlanta","Deepanshu","Ananya"
3715,"Sea Import","LEAD/ATL/0036/24-25","International","FCL","20","100.000","0.010","10000.000","Port-to-Port","ACS LINES","","","Kandla(INIXY)","Kandla(INIXY)","Kandla(INIXY)","New York(USNYC)","New York(USNYC)","New York(USNYC)",3715,"J.B. HUNT TRANSPORT SERVICES INC,","Atlanta","Deepanshu",NULL
3716,"Sea Import","LEAD/ATL/0036/24-25","International","FCL","20","100.000","0.010","10000.000","Port-to-Port","ACS LINES","","","Kandla(INIXY)","Kandla(INIXY)","Kandla(INIXY)","New York(USNYC)","New York(USNYC)","New York(USNYC)",3716,"J.B. HUNT TRANSPORT SERVICES INC,","Atlanta","Deepanshu",NULL
3717,"Sea Export","LEAD/ATL/0037/24-25","International","FCL","20","100.000","0.010","10000.000","Port-to-Port","ACE Lines","","","New York(USNYC)","New York(USNYC)","New York(USNYC)","Waco(USACT)","Waco(USACT)","Waco(USACT)",3717,"KUEHNE + NAGEL PVT LTD","Atlanta","Deepanshu","apeksha"
